node,tanks,tanks,tanks,tanks,junctions,junctions,junctions,junctions,junctions,junctions,junctions,junctions,junctions,junctions,junctions,junctions,junctions,junctions,junctions,junctions,junctions,junctions,junctions,junctions,junctions,junctions,junctions,junctions,junctions,junctions,junctions,junctions,junctions,junctions,junctions,junctions,junctions,junctions,junctions,junctions,junctions,junctions,junctions,junctions,junctions,junctions,junctions,junctions,junctions,junctions,junctions,junctions,junctions,junctions,junctions,junctions,junctions,junctions,junctions,junctions,junctions,junctions,junctions,junctions,junctions,junctions,junctions,junctions,junctions,junctions,junctions,junctions,junctions,junctions,junctions,junctions,junctions,junctions,junctions,junctions,junctions,junctions,junctions,junctions,junctions,junctions,junctions,junctions,junctions,junctions,junctions,junctions,junctions,junctions,junctions,junctions,junctions,junctions,junctions,junctions,junctions,junctions,junctions,junctions,junctions,junctions,junctions,junctions,junctions,junctions,junctions,junctions,junctions,junctions
id,T41,T41,T42,T42,J1,J1,J1,J1,J1,J2,J2,J2,J2,J2,J3,J3,J3,J3,J3,J4,J4,J4,J4,J4,J5,J5,J5,J5,J5,J6,J6,J6,J6,J6,J7,J7,J7,J7,J7,J8,J8,J8,J8,J8,J9,J9,J9,J9,J9,J10,J10,J10,J10,J10,J11,J11,J11,J11,J11,J12,J12,J12,J12,J12,J13,J13,J13,J13,J13,J14,J14,J14,J14,J14,J15,J15,J15,J15,J15,J16,J16,J16,J16,J16,J17,J17,J17,J17,J17,J18,J18,J18,J18,J18,J19,J19,J19,J19,J19,J20,J20,J20,J20,J20,J21,J21,J21,J21,J21,J22,J22,J22,J22,J22
properties,head,pressure,head,pressure,head,pressure,basedemand,demand,demand_deficit,head,pressure,basedemand,demand,demand_deficit,head,pressure,basedemand,demand,demand_deficit,head,pressure,basedemand,demand,demand_deficit,head,pressure,basedemand,demand,demand_deficit,head,pressure,basedemand,demand,demand_deficit,head,pressure,basedemand,demand,demand_deficit,head,pressure,basedemand,demand,demand_deficit,head,pressure,basedemand,demand,demand_deficit,head,pressure,basedemand,demand,demand_deficit,head,pressure,basedemand,demand,demand_deficit,head,pressure,basedemand,demand,demand_deficit,head,pressure,basedemand,demand,demand_deficit,head,pressure,basedemand,demand,demand_deficit,head,pressure,basedemand,demand,demand_deficit,head,pressure,basedemand,demand,demand_deficit,head,pressure,basedemand,demand,demand_deficit,head,pressure,basedemand,demand,demand_deficit,head,pressure,basedemand,demand,demand_deficit,head,pressure,basedemand,demand,demand_deficit,head,pressure,basedemand,demand,demand_deficit,head,pressure,basedemand,demand,demand_deficit
0 days 00:00:00,69.15603722039405,2.621037220394049,68.76671985494372,2.231719854943709,90.96662895095982,84.87062895095983,113.565002,113.56521895905234,-0.00021695905234470292,69.23426812322747,53.994268123227464,45.425999,45.42611269342823,-0.0001136934282329316,62.32415203571032,47.084152035710325,45.425999,45.42608958262659,-9.05826265931875e-05,58.58392024522181,43.34392024522181,136.278,136.27807807346557,-7.807346555269933e-05,44.01722721406974,19.63322721406974,136.278,135.022643563395,1.2553564366049925,43.91316024792089,19.529160247920892,136.278,134.66432258860175,1.6136774113982444,43.885683640801716,19.501683640801716,136.278,134.56955661422563,1.708443385774381,55.715119832830204,31.331119832830208,90.851997,90.85203489679645,-3.789679645250121e-05,55.74117557611547,19.165175576115466,90.851997,88.93565661746983,1.9163403825301724,63.00215838483492,26.426158384834917,90.851997,90.85201849221082,-2.1492210817408707e-05,64.36953819042529,27.793538190425284,90.851997,90.85202306539642,-2.6065396423953223e-05,68.456079543883,53.216079543883005,113.565002,113.56511309078572,-0.00011109078570775921,69.52516156734843,54.28516156734843,113.565002,113.56511666631793,-0.00011466631792246495,69.32614200768181,54.08614200768181,113.565002,113.56511600069936,-0.00011400069935171064,59.12469894108211,43.88469894108211,113.565002,113.56508188209351,-7.988209350758169e-05,60.414726333845046,23.83872633384504,90.851997,90.85200983857489,-1.2838574883364818e-05,68.72837025278908,32.152370252789076,227.13000500000004,227.1300456434588,-4.0643458772899875e-05,63.309073273693954,48.06907327369395,113.565002,113.56509587668404,-9.387668403311178e-05,60.482593880246604,45.2425938802466,227.13000500000004,227.13008942355714,-8.442355709970429e-05,90.98187981574867,84.88587981574867,0.0,0.0,0.0,69.58342714859091,54.34342714859091,0.0,0.0,0.0,69.57750861636427,33.00150861636427,0.0,0.0,0.0
0 days 00:05:00,68.72871913968018,2.1937191396801787,67.9592234861644,1.4242234861644,90.89739472531727,84.80139472531727,113.565002,113.5652187274993,-0.0002167274992915047,68.8288452924727,53.58884529247271,45.425999,45.42611133749636,-0.00011233749636431311,61.89920706060928,46.659207060609276,45.425999,45.426088161403136,-8.916140314058962e-05,58.14425033377552,42.90425033377552,136.278,136.27807660299473,-7.660299471588416e-05,43.73038335417825,19.346383354178247,136.278,134.03266453240497,2.2453354675950314,43.623113058096656,19.239113058096653,136.278,133.6605621759722,2.61743782402781,43.594818768862766,19.210818768862765,136.278,133.56224142979843,2.715758570201567,55.24149748168112,30.857497481681122,90.851997,90.8520333127721,-3.631277209473316e-05,55.260689402893476,18.684689402893472,90.851997,87.81373820216805,3.0382587978319484,62.29191345042062,25.71591345042062,90.851997,90.85201611680503,-1.9116805028334126e-05,63.63265875816569,27.056658758165693,90.851997,90.85202060091187,-2.3600911871899388e-05,67.72552464750198,52.48552464750198,113.565002,113.5651106474535,-0.00010864745349242088,69.11823883951024,53.878238839510246,113.565002,113.56511530536967,-0.00011330536966878579,68.89913116896449,53.659131168964485,113.565002,113.56511457256664,-0.00011257256664319204,58.65806891690924,43.418068916909235,113.565002,113.56508032145491,-7.83214549043798e-05,59.89529219333918,23.31929219333918,90.851997,90.85200810133354,-1.1101333533996004e-05,67.93179509760189,31.35579509760189,227.13000500000004,227.1300429793226,-3.797932256624392e-05,62.760199187155166,47.520199187155164,113.565002,113.56509404098114,-9.204098113250402e-05,59.98185317916479,44.74185317916479,227.13000500000004,227.13008774883576,-8.274883572998881e-05,90.91289729280828,84.81689729280828,0.0,0.0,0.0,69.15349359612247,53.91349359612248,0.0,0.0,0.0,68.75845327318784,32.18245327318783,0.0,0.0,0.0
0 days 00:10:00,68.3040573799992,1.769057379999193,67.16338759941041,0.6283875994104154,90.82897004385082,84.73297004385081,113.565002,113.56521849865376,-0.0002164986537509872,68.424379365807,53.184379365807,45.425999,45.42610998476484,-0.00011098476484517338,61.47587227334476,46.23587227334477,45.425999,45.426086745564945,-8.774556494802965e-05,57.706678038167745,42.46667803816774,136.278,136.27807513953934,-7.513953935079254e-05,43.44552499109144,19.061524991091435,136.278,133.0422527393946,3.2357472606054083,43.33506690588306,18.951066905883057,136.278,132.6562178128502,3.621782187149794,43.305960755866934,18.92196075586693,136.278,132.5543091085311,3.7236908914688884,54.77134309826712,30.387343098267113,90.851997,90.8520317403463,-3.474034631023359e-05,54.78475615472982,18.20875615472982,90.851997,86.68815749554298,4.163839504457011,61.590486750171955,25.014486750171958,90.851997,90.8520137708917,-1.6770891706454627e-05,62.90353159708171,26.327531597081705,90.851997,90.8520181623547,-2.1162354693513575e-05,66.99783236878709,51.75783236878709,113.565002,113.56510821369525,-0.00010621369525378732,68.71354243796962,53.47354243796963,113.565002,113.56511395186732,-0.0001119518673183073,68.47476289966033,53.23476289966034,113.565002,113.56511315327198,-0.0001111532719722419,58.19424726756785,42.95424726756785,113.565002,113.56507877020888,-7.677020887917329e-05,59.3786846385408,22.8026846385408,90.851997,90.85200637354568,-9.373545674018491e-06,67.1464900248519,30.570490024851896,227.13000500000004,227.13004035287906,-3.535287903760675e-05,62.214234991975715,46.97423499197571,113.565002,113.56509221501034,-9.021501033829703e-05,59.48500993857281,44.24500993857281,227.13000500000004,227.13008608714944,-8.108714939900175e-05,90.84472322387049,84.74872322387048,0.0,0.0,0.0,68.72620472146215,53.48620472146216,0.0,0.0,0.0,67.95117662021082,31.375176620210812,0.0,0.0,0.0
0 days 00:15:00,67.96647130874423,1.431471308744232,66.53595034215742,0.0009503421574206186,90.76127517539018,84.66527517539019,113.565002,113.56521827224907,-0.00021627224905754083,68.0201017805438,52.780101780543795,45.425999,45.42610863266324,-0.00010963266323610775,61.05364128470205,45.81364128470205,45.425999,45.42608533341839,-8.633341839123343e-05,57.27089391200796,42.03089391200797,136.278,136.27807368206447,-7.368206448430391e-05,43.162530645826855,18.778530645826855,136.278,132.05096981691764,4.227030183082358,43.04891431494394,18.66491431494394,136.278,131.65089372284737,4.627106277152622,43.0190056647332,18.6350056647332,136.278,131.5453747036601,4.732625296339908,54.30453899766999,29.920538997669983,90.851997,90.8520301791255,-3.317912550635738e-05,54.31321660140018,17.737216601400178,90.851997,85.5584386639311,5.293558336068897,60.89773309941763,24.321733099417624,90.851997,90.8520114539853,-1.4453985303515271e-05,62.182003311127716,25.606003311127715,90.851997,90.85201574921186,-1.8749211861375238e-05,66.2726814784702,51.0326814784702,113.565002,113.56510578843668,-0.0001037884366787134,68.31090039212452,53.07090039212452,113.565002,113.56511260523577,-0.00011060523575518122,68.05306048280839,52.81306048280839,113.565002,113.56511174289324,-0.0001097428932266764,57.73304495400004,42.49304495400004,113.565002,113.5650772277232,-7.522772318480087e-05,58.864891553533816,22.288891553533816,90.851997,90.85200465517076,-7.655170763740671e-06,66.37234381139432,29.796343811394316,227.13000500000004,227.13003776375618,-3.276375615439697e-05,61.67107903369587,46.431079033695866,113.565002,113.56509039843165,-8.839843164674565e-05,58.991831917777276,43.751831917777274,227.13000500000004,227.13008443772134,-7.9437721311022e-05,90.77727810644957,84.68127810644957,0.0,0.0,0.0,68.30157226220521,53.0615722622052,0.0,0.0,0.0,67.15555548269735,30.57955548269735,0.0,0.0,0.0
0 days 00:19:00,67.88250877742601,1.3475087774260086,66.535,0.0,90.70765383861777,84.61165383861778,113.565002,113.56521809291314,-0.00021609291314166333,67.69678665675211,52.456786656752115,45.425999,45.426107551339626,-0.00010855133962731744,60.71677675949778,45.47677675949778,45.425999,45.42608420677897,-8.520677896739604e-05,56.92379680290197,41.683796802901966,136.278,136.2780725212023,-7.252120228918634e-05,42.93768770429444,18.553687704294436,136.278,131.2580495934333,5.019950406566709,42.821580156641645,18.43758015664164,136.278,130.84671334126512,5.431286658734875,42.79103985224015,18.407039852240146,136.278,130.73830316286137,5.539696837138618,53.93391235800232,29.549912358002317,90.851997,90.8520289395691,-3.1939569092445105e-05,53.9395068256777,17.363506825677693,90.851997,84.65247283408732,6.19952416591268,60.35044139230187,23.774441392301867,90.851997,90.85200962357466,-1.2623574654797576e-05,61.610943978209285,25.034943978209284,90.851997,90.85201383931066,-1.6839310663940844e-05,65.69494544608328,50.45494544608328,113.565002,113.56510385620534,-0.0001018562053318428,67.99037786940067,52.75037786940068,113.565002,113.56511153325198,-0.00010953325197864849,67.71785961130831,52.47785961130832,113.565002,113.56511062181788,-0.00010862181787551161,57.36627571268381,42.12627571268381,113.565002,113.5650760010678,-7.400106778643778e-05,58.456353277504014,21.880353277504014,90.851997,90.85200328881932,-6.2888193229238e-06,65.76187512221173,29.185875122211733,227.13000500000004,227.13003572205088,-3.0722050844858016e-05,61.23901533729354,45.999015337293535,113.565002,113.56508895339974,-8.695339972671689e-05,58.600223558604775,43.36022355860478,227.13000500000004,227.13008312799184,-7.812799180006991e-05,90.72385587559378,84.62785587559378,0.0,0.0,0.0,67.96400980678945,52.72400980678944,0.0,0.0,0.0,66.52828623106885,29.95228623106885,0.0,0.0,0.0
0 days 00:20:00,67.13565175191464,0.6006517519146424,66.535,0.0,89.93356570342925,83.83756570342925,113.565002,113.56521550398452,-0.0002135039845139719,65.09132637786315,49.85132637786315,45.425999,45.426098837408496,-9.983740849613176e-05,54.96657865403733,39.726578654037326,45.425999,45.426064975309316,-6.597530931706119e-05,48.71987245818451,33.47987245818451,136.278,136.2780450832742,-4.508327421520519e-05,36.79656083114778,12.412560831147777,136.278,107.35973934066357,28.91826065933643,36.32119650645961,11.937196506459605,136.278,105.28389055112508,30.994109448874912,36.204358171818235,11.820358171818235,136.278,104.7673771928782,31.5106228071218,42.731048266213165,18.347048266213168,90.851997,87.01669451247467,3.8353024875253205,41.97067918854576,5.394679188545755,90.851997,47.18482375171252,43.667173248287476,42.79907992740377,6.223079927403767,90.851997,50.67831552772497,40.17368147227503,43.460782595746196,6.884782595746192,90.851997,53.304588653693,37.547408346306995,47.34042645859311,32.100426458593105,113.565002,113.56504246973338,-4.0469733382839654e-05,65.14100124079954,49.90100124079954,113.565002,113.56510200354548,-0.00010000354547726076,67.159973951162,51.91997395116201,113.565002,113.56510875597588,-0.00010675597587586071,48.30906967961976,33.06906967961976,113.565002,113.56504570934919,-4.3709349185871994e-05,46.156347686979025,9.580347686979025,90.851997,62.87965001742868,27.972346982571317,43.71052170584295,7.134521705842947,227.13000500000004,135.65691753398124,91.4730874660188,47.964108280131875,32.72410828013187,113.565002,113.56504455562985,-4.255562985353567e-05,48.44183466728117,33.20183466728117,227.13000500000004,227.13004915338016,-4.4153380111113804e-05,89.9527671580459,83.85676715804591,0.0,0.0,0.0,67.875354967265,52.635354967264995,0.0,0.0,0.0,43.71052170584304,7.134521705843042,0.0,0.0,0.0
0 days 00:25:00,66.53416888043866,-0.0008311195613474411,66.535,0.0,89.87618601192345,83.78018601192345,113.565002,113.5652153120788,-0.0002133120788038223,64.61460588479511,49.3746058847951,45.425999,45.42609724302243,-9.824302243878202e-05,54.561042307735974,39.32104230773597,45.425999,45.426063618997794,-6.461899779909741e-05,48.37131134078711,33.13131134078711,136.278,136.27804391751567,-4.391751568095348e-05,36.62689522360997,12.242895223609969,136.278,106.62347185911216,29.654528140887848,36.163871077122806,11.779871077122802,136.278,104.58779866475491,31.690201335245085,36.04998312367616,11.665983123676153,136.278,104.08099260907063,32.19700739092937,42.507516807776746,18.123516807776745,90.851997,86.48498561792293,4.367011382077061,41.80166060968639,5.225660609686386,90.851997,46.439774070830744,44.41222292916925,42.62959543405562,6.053595434055613,90.851997,49.98344419850095,40.86855280149905,43.28738256986626,6.711382569866261,90.851997,52.62904376807021,38.222953231929786,47.132502566010764,31.892502566010766,113.565002,113.56504177433438,-3.977433436821443e-05,64.67063114185649,49.43063114185649,113.565002,113.56510043039825,-9.843039824017019e-05,66.44206900453757,51.20206900453758,113.565002,113.56510635495125,-0.00010435495125389771,47.95879104714102,32.71879104714102,113.565002,113.56504453784645,-4.253784644215219e-05,45.88082156656076,9.304821566560756,90.851997,61.968859747545245,28.883137252454752,43.521640717373145,6.945640717373142,227.13000500000004,133.84916622324712,93.28083877675292,47.66473874240315,32.42473874240316,113.565002,113.56504355439199,-4.155439198109789e-05,48.09078628512402,32.850786285124016,227.13000500000004,227.13004797930296,-4.2979302927212967e-05,89.89561906282874,83.79961906282875,0.0,0.0,0.0,67.12878459600002,51.88878459600002,0.0,0.0,0.0,43.521640717373245,6.945640717373246,0.0,0.0,0.0
0 days 00:29:07,66.535,0.0,66.535,0.0,87.84394432976968,81.74794432976968,113.565002,113.56520851527051,-0.00020651527050344232,45.540915037384295,30.300915037384293,45.425999,45.426033451288674,-3.4451288677810334e-05,39.0578034813858,23.817803481385795,45.425999,45.42601176859865,-1.2768598650553241e-05,35.637658365894204,20.397658365894202,136.278,136.2780013299637,-1.3299637062713642e-06,30.49197287760756,6.107972877607558,136.278,75.31116556529814,60.96683443470185,30.4329603676432,6.048960367643201,136.278,74.94647100958827,61.33152899041174,30.4176067153761,6.033606715376096,136.278,74.8512948666607,61.42670513333931,34.3223496940671,9.938349694067098,90.851997,64.04373868048812,26.808258319511875,35.93191403559323,-0.6440859644067718,90.851997,-2.154137900643908e-06,90.8519991541379,36.736696069847675,0.1606960698476743,90.851997,8.144896302184456,82.70710069781555,37.183176514321815,0.6071765143218133,90.851997,15.830237123228958,75.02175987677104,39.69699634899773,24.45699634899773,113.565002,113.56501690637165,-1.4906371649332505e-05,46.10341929068773,30.86341929068773,113.565002,113.5650383325775,-3.633257749962926e-05,39.53927228948455,24.299272289484552,113.565002,113.56501637886541,-1.4378865402102647e-05,35.44804497739548,20.20804497739548,113.565002,113.56500269580397,-6.95803958836727e-07,35.949130907900454,-0.626869092099548,90.851997,-2.0965562745612834e-06,90.85199909655627,36.830346259264736,0.2543462592647334,227.13000500000004,25.616806476460187,201.51319852353984,36.889486067274206,21.649486067274204,113.565002,113.56500751668666,-5.516686662327963e-06,35.64629678498023,20.406296784980228,227.13000500000004,227.1300063588548,-1.3588547894372026e-06,87.8723909153187,81.7763909153187,0.0,0.0,0.0,39.53927228948468,24.29927228948468,0.0,0.0,0.0,36.83034625926489,0.2543462592648937,0.0,0.0,0.0
