link,pumps,pumps,pumps,pumps,pumps,pumps
id,P78,P78,P78,P79,P79,P79
properties,flow,energy,status,flow,energy,status
3 days 10:25:00,737.1960076121869,227.0252013836578,1.0,737.1960076121869,227.0252013836578,1.0
3 days 10:30:00,737.1960075025817,227.02520135423333,1.0,737.1960075025817,227.02520135423333,1.0
3 days 10:35:00,737.1960078811846,227.02520145587272,1.0,737.1960078811846,227.02520145587272,1.0
3 days 10:40:00,737.1960081000916,227.02520151464026,1.0,737.1960081000916,227.02520151464026,1.0
3 days 10:45:00,737.1960080566012,227.02520150296482,1.0,737.1960080566012,227.02520150296482,1.0
3 days 10:50:00,737.1960070352461,227.02520122877283,1.0,737.1960070352461,227.02520122877283,1.0
3 days 10:55:00,737.1960081832693,227.02520153697012,1.0,737.1960081832693,227.02520153697012,1.0
3 days 11:00:00,737.1960067685941,227.02520115718775,1.0,737.1960067685941,227.02520115718775,1.0
3 days 11:05:00,737.1960071455223,227.02520125837748,1.0,737.1960071455223,227.02520125837748,1.0
3 days 11:10:00,737.1960076065966,227.02520138215706,1.0,737.1960076065966,227.02520138215706,1.0
3 days 11:15:00,737.1960082830345,227.0252015637529,1.0,737.1960082830345,227.0252015637529,1.0
3 days 11:20:00,737.1960078187013,227.02520143909848,1.0,737.1960078187013,227.02520143909848,1.0
3 days 11:25:00,737.1960077444719,227.02520141917094,1.0,737.1960077444719,227.02520141917094,1.0
3 days 11:30:00,737.1960070298187,227.02520122731582,1.0,737.1960070298187,227.02520122731582,1.0
3 days 11:35:00,737.1960077827819,227.02520142945556,1.0,737.1960077827819,227.02520142945556,1.0
3 days 11:40:00,737.1960071089859,227.02520124856895,1.0,737.1960071089859,227.02520124856895,1.0
3 days 11:45:00,737.1960071441838,227.02520125801814,1.0,737.1960071441838,227.02520125801814,1.0
3 days 11:50:00,737.1960071552733,227.0252012609953,1.0,737.1960071552733,227.0252012609953,1.0
3 days 11:55:00,737.1960080987816,227.0252015142886,1.0,737.1960080987816,227.0252015142886,1.0
3 days 12:00:00,737.1960076702247,227.0252013992386,1.0,737.1960076702247,227.0252013992386,1.0
3 days 12:05:00,737.1960078067412,227.02520143588768,1.0,737.1960078067412,227.02520143588768,1.0
3 days 12:10:00,737.1960073503893,227.0252013133759,1.0,737.1960073503893,227.0252013133759,1.0
3 days 12:15:00,737.1960071367215,227.02520125601484,1.0,737.1960071367215,227.02520125601484,1.0
3 days 12:20:00,737.1960067914491,227.02520116332332,1.0,737.1960067914491,227.02520116332332,1.0
3 days 12:25:00,737.1960076693407,227.02520139900128,1.0,737.1960076693407,227.02520139900128,1.0
3 days 12:30:00,737.1960072706869,227.02520129197907,1.0,737.1960072706869,227.02520129197907,1.0
3 days 12:35:00,737.1960072702581,227.02520129186394,1.0,737.1960072702581,227.02520129186394,1.0
3 days 12:40:00,737.1960074832758,227.02520134905055,1.0,737.1960074832758,227.02520134905055,1.0
3 days 12:45:00,737.1960068750318,227.02520118576194,1.0,737.1960068750318,227.02520118576194,1.0
3 days 12:50:00,737.1960075547369,227.02520136823486,1.0,737.1960075547369,227.02520136823486,1.0
3 days 12:55:00,737.196007014669,227.0252012232488,1.0,737.196007014669,227.0252012232488,1.0
3 days 13:00:00,737.1960075400674,227.02520136429675,1.0,737.1960075400674,227.02520136429675,1.0
3 days 13:05:00,737.1960074830806,227.02520134899805,1.0,737.1960074830806,227.02520134899805,1.0
3 days 13:10:00,737.1960077402566,227.02520141803927,1.0,737.1960077402566,227.02520141803927,1.0
3 days 13:15:00,737.1960078920532,227.02520145879046,1.0,737.1960078920532,227.02520145879046,1.0
3 days 13:20:00,737.1960073026996,227.02520130057317,1.0,737.1960073026996,227.02520130057317,1.0
3 days 13:25:00,737.1960076035616,227.02520138134233,1.0,737.1960076035616,227.02520138134233,1.0
3 days 13:30:00,737.1960070286207,227.02520122699423,1.0,737.1960070286207,227.02520122699423,1.0
3 days 13:35:00,737.1960075664471,227.02520137137856,1.0,737.1960075664471,227.02520137137856,1.0
3 days 13:40:00,737.1960076252897,227.0252013871754,1.0,737.1960076252897,227.0252013871754,1.0
3 days 13:45:00,737.1960075743629,227.02520137350356,1.0,737.1960075743629,227.02520137350356,1.0
3 days 13:50:00,737.1960074305948,227.02520133490773,1.0,737.1960074305948,227.02520133490773,1.0
3 days 13:55:00,737.196007103883,227.02520124719905,1.0,737.196007103883,227.02520124719905,1.0
3 days 14:00:00,737.1960078372803,227.02520144408624,1.0,737.1960078372803,227.02520144408624,1.0
3 days 14:05:00,737.1960080969451,227.02520151379554,1.0,737.1960080969451,227.02520151379554,1.0
3 days 14:10:00,737.1960075048249,227.02520135483553,1.0,737.1960075048249,227.02520135483553,1.0
3 days 14:15:00,737.1960076892068,227.02520140433455,1.0,737.1960076892068,227.02520140433455,1.0
3 days 14:20:00,737.1960077142392,227.02520141105467,1.0,737.1960077142392,227.02520141105467,1.0
3 days 14:25:00,737.1960073926773,227.02520132472853,1.0,737.1960073926773,227.02520132472853,1.0
3 days 14:30:00,737.1960078700398,227.02520145288074,1.0,737.1960078700398,227.02520145288074,1.0
3 days 14:35:00,737.196006925362,227.02520119927345,1.0,737.196006925362,227.02520119927345,1.0
3 days 14:40:00,737.1960072774272,227.0252012937885,1.0,737.1960072774272,227.0252012937885,1.0
3 days 14:45:00,737.1960072803947,227.0252012945852,1.0,737.1960072803947,227.0252012945852,1.0
3 days 14:50:00,737.196007812107,227.0252014373282,1.0,737.196007812107,227.0252014373282,1.0
3 days 14:55:00,737.1960075972169,227.02520137963901,1.0,737.1960075972169,227.02520137963901,1.0
3 days 15:00:00,737.1960071529301,227.02520126036615,1.0,737.1960071529301,227.02520126036615,1.0
3 days 15:05:00,737.1960079921027,227.02520148564966,1.0,737.1960079921027,227.02520148564966,1.0
3 days 15:10:00,737.1960073006085,227.0252013000118,1.0,737.1960073006085,227.0252013000118,1.0
3 days 15:15:00,737.1960073339707,227.02520130896815,1.0,737.1960073339707,227.02520130896815,1.0
3 days 15:20:00,737.1960082148214,227.02520154544055,1.0,737.1960082148214,227.02520154544055,1.0
3 days 15:25:00,737.1960071416853,227.02520125734745,1.0,737.1960071416853,227.02520125734745,1.0
3 days 15:30:00,737.1960073054281,227.02520130130563,1.0,737.1960073054281,227.02520130130563,1.0
3 days 15:35:00,737.1960072611341,227.02520128941453,1.0,737.1960072611341,227.02520128941453,1.0
3 days 15:40:00,737.1960074753481,227.0252013469222,1.0,737.1960074753481,227.0252013469222,1.0
3 days 15:45:00,737.1960071290954,227.0252012539676,1.0,737.1960071290954,227.0252012539676,1.0
3 days 15:50:00,737.1960072693957,227.02520129163244,1.0,737.1960072693957,227.02520129163244,1.0
3 days 15:55:00,737.1960077720286,227.02520142656877,1.0,737.1960077720286,227.02520142656877,1.0
3 days 16:00:00,737.1960082297671,227.02520154945285,1.0,737.1960082297671,227.02520154945285,1.0
3 days 16:05:00,737.1960072682206,227.02520129131696,1.0,737.1960072682206,227.02520129131696,1.0
3 days 16:10:00,737.196008288961,227.02520156534393,1.0,737.196008288961,227.02520156534393,1.0
3 days 16:15:00,737.1960074683569,227.02520134504536,1.0,737.1960074683569,227.02520134504536,1.0
3 days 16:20:00,737.1960075021207,227.02520135410956,1.0,737.1960075021207,227.02520135410956,1.0
3 days 16:25:00,737.1960077209783,227.02520141286385,1.0,737.1960077209783,227.02520141286385,1.0
3 days 16:30:00,737.1960071626578,227.0252012629777,1.0,737.1960071626578,227.0252012629777,1.0
3 days 16:35:00,737.1960078739262,227.02520145392413,1.0,737.1960078739262,227.02520145392413,1.0
3 days 16:40:00,737.196007073914,227.0252012391536,1.0,737.196007073914,227.0252012391536,1.0
3 days 16:45:00,737.1960075247932,227.0252013601962,1.0,737.1960075247932,227.0252013601962,1.0
3 days 16:50:00,737.1960080047588,227.02520148904736,1.0,737.1960080047588,227.02520148904736,1.0
3 days 16:55:00,737.1960083140829,227.0252015720881,1.0,737.1960083140829,227.0252015720881,1.0
3 days 17:00:00,737.1960067130682,227.02520114228133,1.0,737.1960067130682,227.02520114228133,1.0
3 days 17:05:00,737.1960068786885,227.02520118674357,1.0,737.1960068786885,227.02520118674357,1.0
3 days 17:10:00,737.1960078764258,227.02520145459513,1.0,737.1960078764258,227.02520145459513,1.0
3 days 17:15:00,737.1960079622405,227.02520147763286,1.0,737.1960079622405,227.02520147763286,1.0
3 days 17:20:00,737.1960078030305,227.02520143489153,1.0,737.1960078030305,227.02520143489153,1.0
3 days 17:25:00,737.1960082139185,227.0252015451981,1.0,737.1960082139185,227.0252015451981,1.0
3 days 17:30:00,737.1960083988541,227.02520159484573,1.0,737.1960083988541,227.02520159484573,1.0
3 days 17:35:00,737.1960073953888,227.02520132545635,1.0,737.1960073953888,227.02520132545635,1.0
3 days 17:40:00,737.1960075705653,227.02520137248413,1.0,737.1960075705653,227.02520137248413,1.0
3 days 17:45:00,737.1960072060236,227.02520127461963,1.0,737.1960072060236,227.02520127461963,1.0
3 days 17:50:00,737.1960074737184,227.0252013464847,1.0,737.1960074737184,227.0252013464847,1.0
3 days 17:55:00,737.1960075529526,227.0252013677558,1.0,737.1960075529526,227.0252013677558,1.0
3 days 18:00:00,737.1960071989093,227.02520127270975,1.0,737.1960071989093,227.02520127270975,1.0
3 days 18:05:00,737.196008297163,227.02520156754588,1.0,737.196008297163,227.02520156754588,1.0
3 days 18:10:00,737.1960079232779,227.02520146717296,1.0,737.1960079232779,227.02520146717296,1.0
3 days 18:15:00,737.1960072792166,227.02520129426895,1.0,737.1960072792166,227.02520129426895,1.0
3 days 18:20:00,737.1960075317062,227.0252013620521,1.0,737.1960075317062,227.0252013620521,1.0
3 days 18:25:00,737.1960073361284,227.02520130954747,1.0,737.1960073361284,227.02520130954747,1.0
3 days 18:30:00,737.1960078188744,227.025201439145,1.0,737.1960078188744,227.025201439145,1.0
3 days 18:35:00,737.1960074711499,227.02520134579518,1.0,737.1960074711499,227.02520134579518,1.0
3 days 18:40:00,737.1960081113889,227.02520151767314,1.0,737.1960081113889,227.02520151767314,1.0
3 days 18:45:00,737.1960067584521,227.02520115446504,1.0,737.1960067584521,227.02520115446504,1.0
3 days 18:50:00,737.1960077750942,227.02520142739178,1.0,737.1960077750942,227.02520142739178,1.0
3 days 18:55:00,737.1960077765292,227.025201427777,1.0,737.1960077765292,227.025201427777,1.0
3 days 19:00:00,737.1960077938743,227.02520143243342,1.0,737.1960077938743,227.02520143243342,1.0
3 days 19:05:00,737.1960074298361,227.0252013347041,1.0,737.1960074298361,227.0252013347041,1.0
3 days 19:10:00,737.196007561165,227.0252013699605,1.0,737.196007561165,227.0252013699605,1.0
3 days 19:15:00,737.1960066498377,227.02520112530652,1.0,737.1960066498377,227.02520112530652,1.0
3 days 19:20:00,737.1960069516178,227.0252012063221,1.0,737.1960069516178,227.0252012063221,1.0
3 days 19:25:00,737.1960078419388,227.0252014453368,1.0,737.1960078419388,227.0252014453368,1.0
3 days 19:30:00,737.1960077453632,227.02520141941017,1.0,737.1960077453632,227.02520141941017,1.0
3 days 19:35:00,737.1960068356092,227.02520117517855,1.0,737.1960068356092,227.02520117517855,1.0
3 days 19:40:00,737.1960075858927,227.02520137659891,1.0,737.1960075858927,227.02520137659891,1.0
3 days 19:45:00,737.1960069825024,227.02520121461333,1.0,737.1960069825024,227.02520121461333,1.0
3 days 19:50:00,737.1960072349982,227.02520128239811,1.0,737.1960072349982,227.02520128239811,1.0
3 days 19:55:00,737.1960076392417,227.02520139092096,1.0,737.1960076392417,227.02520139092096,1.0
3 days 20:00:00,737.1960067194336,227.02520114399013,1.0,737.1960067194336,227.02520114399013,1.0
3 days 20:05:00,737.1960065654507,227.02520110265206,1.0,737.1960065654507,227.02520110265206,1.0
3 days 20:10:00,737.1960074483437,227.02520133967266,1.0,737.1960074483437,227.02520133967266,1.0
3 days 20:15:00,737.1960079643237,227.02520147819214,1.0,737.1960079643237,227.02520147819214,1.0
3 days 20:20:00,737.1960067527654,227.02520115293834,1.0,737.1960067527654,227.02520115293834,1.0
3 days 20:25:00,737.1960074667365,227.02520134461037,1.0,737.1960074667365,227.02520134461037,1.0
3 days 20:30:00,737.1960082175202,227.02520154616505,1.0,737.1960082175202,227.02520154616505,1.0
3 days 20:35:00,737.196006739458,227.02520114936587,1.0,737.196006739458,227.02520114936587,1.0
3 days 20:40:00,737.1960079742589,227.02520148085932,1.0,737.1960079742589,227.02520148085932,1.0
3 days 20:45:00,737.1960071384649,227.0252012564829,1.0,737.1960071384649,227.0252012564829,1.0
3 days 20:50:00,737.1960078786477,227.02520145519162,1.0,737.1960078786477,227.02520145519162,1.0
3 days 20:55:00,737.1960076906091,227.025201404711,1.0,737.1960076906091,227.025201404711,1.0
3 days 21:00:00,737.1960063566224,227.02520104659024,1.0,737.1960063566224,227.02520104659024,1.0
3 days 21:05:00,737.1960075910529,227.02520137798416,1.0,737.1960075910529,227.02520137798416,1.0
3 days 21:10:00,737.1960077027702,227.02520140797577,1.0,737.1960077027702,227.02520140797577,1.0
3 days 21:15:00,737.1960075138591,227.02520135726087,1.0,737.1960075138591,227.02520135726087,1.0
3 days 21:20:00,737.1960074016761,227.02520132714426,1.0,737.1960074016761,227.02520132714426,1.0
3 days 21:25:00,737.1960075914479,227.02520137809026,1.0,737.1960075914479,227.02520137809026,1.0
3 days 21:30:00,737.1960073233354,227.02520130611296,1.0,737.1960073233354,227.02520130611296,1.0
3 days 21:35:00,737.1960071901435,227.0252012703565,1.0,737.1960071901435,227.0252012703565,1.0
3 days 21:40:00,737.196007717474,227.02520141192312,1.0,737.196007717474,227.02520141192312,1.0
3 days 21:45:00,737.1960075931737,227.02520137855356,1.0,737.1960075931737,227.02520137855356,1.0
3 days 21:50:00,737.1960076461828,227.02520139278434,1.0,737.1960076461828,227.02520139278434,1.0
3 days 21:55:00,737.1960075980755,227.02520137986954,1.0,737.1960075980755,227.02520137986954,1.0
3 days 22:00:00,737.1960075395648,227.02520136416175,1.0,737.1960075395648,227.02520136416175,1.0
3 days 22:05:00,737.1960073200997,227.02520130524442,1.0,737.1960073200997,227.02520130524442,1.0
3 days 22:10:00,737.1960076766064,227.0252014009518,1.0,737.1960076766064,227.0252014009518,1.0
3 days 22:15:00,737.1960076917449,227.02520140501588,1.0,737.1960076917449,227.02520140501588,1.0
3 days 22:20:00,737.1960078095527,227.02520143664248,1.0,737.1960078095527,227.02520143664248,1.0
3 days 22:25:00,737.1960077787145,227.02520142836366,1.0,737.1960077787145,227.02520142836366,1.0
3 days 22:30:00,737.1960077562701,227.02520142233823,1.0,737.1960077562701,227.02520142233823,1.0
3 days 22:35:00,737.1960074878633,227.0252013502821,1.0,737.1960074878633,227.0252013502821,1.0
3 days 22:40:00,737.196007501083,227.025201353831,1.0,737.196007501083,227.025201353831,1.0
3 days 22:45:00,737.1960081249878,227.02520152132385,1.0,737.1960081249878,227.02520152132385,1.0
3 days 22:50:00,737.196007960287,227.0252014771084,1.0,737.196007960287,227.0252014771084,1.0
3 days 22:55:00,737.1960071683513,227.0252012645062,1.0,737.1960071683513,227.0252012645062,1.0
3 days 23:00:00,737.1960075661602,227.0252013713016,1.0,737.1960075661602,227.0252013713016,1.0
3 days 23:05:00,737.1960071456854,227.02520125842128,1.0,737.1960071456854,227.02520125842128,1.0
3 days 23:10:00,737.1960073254511,227.025201306681,1.0,737.1960073254511,227.025201306681,1.0
3 days 23:15:00,737.1960081166407,227.025201519083,1.0,737.1960081166407,227.025201519083,1.0
3 days 23:20:00,737.1960078079425,227.02520143621015,1.0,737.1960078079425,227.02520143621015,1.0
3 days 23:25:00,737.1960072892068,227.02520129695094,1.0,737.1960072892068,227.02520129695094,1.0
3 days 23:30:00,737.1960075009255,227.02520135378873,1.0,737.1960075009255,227.02520135378873,1.0
3 days 23:35:00,737.1960071599746,227.0252012622573,1.0,737.1960071599746,227.0252012622573,1.0
3 days 23:40:00,737.1960080478277,227.02520150060954,1.0,737.1960080478277,227.02520150060954,1.0
3 days 23:45:00,737.196007504356,227.0252013547096,1.0,737.196007504356,227.0252013547096,1.0
3 days 23:50:00,737.1960074426538,227.02520133814517,1.0,737.1960074426538,227.02520133814517,1.0
3 days 23:55:00,737.1960076257021,227.02520138728616,1.0,737.1960076257021,227.02520138728616,1.0
4 days 00:00:00,737.1960077879938,227.02520143085474,1.0,737.1960077879938,227.02520143085474,1.0
4 days 00:05:00,737.1960078183575,227.02520143900622,1.0,737.1960078183575,227.02520143900622,1.0
4 days 00:10:00,737.1960075129848,227.0252013570261,1.0,737.1960075129848,227.0252013570261,1.0
4 days 00:15:00,737.1960078726042,227.02520145356922,1.0,737.1960078726042,227.02520145356922,1.0
4 days 00:20:00,737.1960077838586,227.02520142974467,1.0,737.1960077838586,227.02520142974467,1.0
4 days 00:25:00,737.1960080744866,227.02520150776638,1.0,737.1960080744866,227.02520150776638,1.0
4 days 00:30:00,737.1960077302352,227.02520141534896,1.0,737.1960077302352,227.02520141534896,1.0
4 days 00:35:00,737.1960072605119,227.0252012892475,1.0,737.1960072605119,227.0252012892475,1.0
4 days 00:40:00,737.1960079556416,227.0252014758613,1.0,737.1960079556416,227.0252014758613,1.0
4 days 00:45:00,737.1960068624278,227.02520118237825,1.0,737.1960068624278,227.02520118237825,1.0
4 days 00:50:00,737.1960074460867,227.02520133906674,1.0,737.1960074460867,227.02520133906674,1.0
4 days 00:55:00,737.1960074117598,227.02520132985134,1.0,737.1960074117598,227.02520132985134,1.0
4 days 01:00:00,737.1960077050551,227.0252014085891,1.0,737.1960077050551,227.0252014085891,1.0
4 days 01:05:00,737.1960081360015,227.0252015242806,1.0,737.1960081360015,227.0252015242806,1.0
4 days 01:10:00,737.1960080776363,227.0252015086119,1.0,737.1960080776363,227.0252015086119,1.0
4 days 01:15:00,737.1960069742755,227.0252012124048,1.0,737.1960069742755,227.0252012124048,1.0
4 days 01:20:00,737.1960073542,227.02520131439894,1.0,737.1960073542,227.02520131439894,1.0
4 days 01:25:00,737.1960074533557,227.02520134101815,1.0,737.1960074533557,227.02520134101815,1.0
4 days 01:30:00,737.1960077097879,227.02520140985968,1.0,737.1960077097879,227.02520140985968,1.0
4 days 01:35:00,737.1960073047882,227.02520130113388,1.0,737.1960073047882,227.02520130113388,1.0
4 days 01:40:00,737.1960076768548,227.0252014010185,1.0,737.1960076768548,227.0252014010185,1.0
4 days 01:45:00,737.1960076030991,227.02520138121812,1.0,737.1960076030991,227.02520138121812,1.0
4 days 01:50:00,737.1960076986469,227.0252014068688,1.0,737.1960076986469,227.0252014068688,1.0
4 days 01:55:00,737.1960073262554,227.02520130689697,1.0,737.1960073262554,227.02520130689697,1.0
4 days 02:00:00,737.1960080215151,227.02520149354567,1.0,737.1960080215151,227.02520149354567,1.0
4 days 02:05:00,737.1960080308672,227.02520149605633,1.0,737.1960080308672,227.02520149605633,1.0
4 days 02:10:00,737.1960081742992,227.02520153456197,1.0,737.1960081742992,227.02520153456197,1.0
4 days 02:15:00,737.1960078163484,227.02520143846678,1.0,737.1960078163484,227.02520143846678,1.0
4 days 02:20:00,737.1960079244806,227.0252014674959,1.0,737.1960079244806,227.0252014674959,1.0
4 days 02:25:00,737.1960077906275,227.0252014315618,1.0,737.1960077906275,227.0252014315618,1.0
4 days 02:30:00,737.1960071491596,227.02520125935402,1.0,737.1960071491596,227.02520125935402,1.0
4 days 02:35:00,737.1960079012923,227.02520146127077,1.0,737.1960079012923,227.02520146127077,1.0
4 days 02:40:00,737.1960071905492,227.02520127046537,1.0,737.1960071905492,227.02520127046537,1.0
4 days 02:45:00,737.1960078897937,227.0252014581839,1.0,737.1960078897937,227.0252014581839,1.0
4 days 02:50:00,737.1960077951512,227.02520143277627,1.0,737.1960077951512,227.02520143277627,1.0
4 days 02:55:00,737.1960077951346,227.02520143277178,1.0,737.1960077951346,227.02520143277178,1.0
4 days 03:00:00,737.196007203026,227.0252012738149,1.0,737.196007203026,227.0252012738149,1.0
4 days 03:05:00,737.196006887282,227.02520118905056,1.0,737.196006887282,227.02520118905056,1.0
4 days 03:10:00,737.1960077312076,227.02520141561004,1.0,737.1960077312076,227.02520141561004,1.0
4 days 03:15:00,737.1960077493752,227.02520142048726,1.0,737.1960077493752,227.02520142048726,1.0
4 days 03:20:00,737.1960076278218,227.0252013878552,1.0,737.1960076278218,227.0252013878552,1.0
4 days 03:25:00,737.1960079499817,227.02520147434186,1.0,737.1960079499817,227.02520147434186,1.0
4 days 03:30:00,737.1960079228969,227.02520146707073,1.0,737.1960079228969,227.02520146707073,1.0
4 days 03:35:00,737.1960072760066,227.0252012934072,1.0,737.1960072760066,227.0252012934072,1.0
4 days 03:40:00,737.1960075926627,227.02520137841637,1.0,737.1960075926627,227.02520137841637,1.0
4 days 03:45:00,737.1960073040476,227.02520130093504,1.0,737.1960073040476,227.02520130093504,1.0
4 days 03:50:00,737.1960073755249,227.02520132012376,1.0,737.1960073755249,227.02520132012376,1.0
4 days 03:55:00,737.196007578321,227.0252013745662,1.0,737.196007578321,227.0252013745662,1.0
4 days 04:00:00,737.1960069757039,227.02520121278818,1.0,737.1960069757039,227.02520121278818,1.0
4 days 04:05:00,737.1960075218861,227.02520135941575,1.0,737.1960075218861,227.02520135941575,1.0
4 days 04:10:00,737.1960075577443,227.0252013690422,1.0,737.1960075577443,227.0252013690422,1.0
4 days 04:15:00,737.1960070124088,227.02520122264198,1.0,737.1960070124088,227.02520122264198,1.0
4 days 04:20:00,737.1960065259484,227.02520109204727,1.0,737.1960065259484,227.02520109204727,1.0
4 days 04:25:00,737.1960077019379,227.02520140775226,1.0,737.1960077019379,227.02520140775226,1.0
4 days 04:30:00,737.1960077762626,227.02520142770544,1.0,737.1960077762626,227.02520142770544,1.0
4 days 04:35:00,737.1960074350552,227.0252013361052,1.0,737.1960074350552,227.0252013361052,1.0
4 days 04:40:00,737.1960081933404,227.02520153967373,1.0,737.1960081933404,227.02520153967373,1.0
4 days 04:45:00,737.1960080776331,227.0252015086111,1.0,737.1960080776331,227.0252015086111,1.0
4 days 04:50:00,737.196007314479,227.0252013037354,1.0,737.196007314479,227.0252013037354,1.0
4 days 04:55:00,737.1960078833529,227.02520145645482,1.0,737.1960078833529,227.02520145645482,1.0
4 days 05:00:00,737.1960081973945,227.02520154076203,1.0,737.1960081973945,227.02520154076203,1.0
4 days 05:05:00,737.1960068448085,227.0252011776482,1.0,737.1960068448085,227.0252011776482,1.0
4 days 05:10:00,737.1960079510609,227.0252014746316,1.0,737.1960079510609,227.0252014746316,1.0
4 days 05:15:00,737.196007934983,227.02520147031535,1.0,737.196007934983,227.02520147031535,1.0
4 days 05:20:00,737.1960070006809,227.02520121949348,1.0,737.1960070006809,227.02520121949348,1.0
4 days 05:25:00,737.1960078113302,227.0252014371196,1.0,737.1960078113302,227.0252014371196,1.0
4 days 05:30:00,737.1960074951078,227.02520135222684,1.0,737.1960074951078,227.02520135222684,1.0
4 days 05:35:00,737.1960070541127,227.02520123383772,1.0,737.1960070541127,227.02520123383772,1.0
4 days 05:40:00,737.1960083514238,227.02520158211263,1.0,737.1960083514238,227.02520158211263,1.0
4 days 05:45:00,737.1960077538142,227.02520142167896,1.0,737.1960077538142,227.02520142167896,1.0
4 days 05:50:00,737.1960071804738,227.02520126776056,1.0,737.1960071804738,227.02520126776056,1.0
4 days 05:55:00,737.1960077620549,227.02520142389127,1.0,737.1960077620549,227.02520142389127,1.0
4 days 06:00:00,737.1960073974141,227.02520132600011,1.0,737.1960073974141,227.02520132600011,1.0
4 days 06:05:00,737.1960074939626,227.02520135191943,1.0,737.1960074939626,227.02520135191943,1.0
4 days 06:10:00,737.196007869427,227.02520145271623,1.0,737.196007869427,227.02520145271623,1.0
4 days 06:15:00,737.1960073017826,227.02520130032698,1.0,737.1960073017826,227.02520130032698,1.0
4 days 06:20:00,737.1960078529609,227.02520144829575,1.0,737.1960078529609,227.02520144829575,1.0
4 days 06:25:00,737.1960074272658,227.02520133401407,1.0,737.1960074272658,227.02520133401407,1.0
4 days 06:30:00,737.1960076540262,227.02520139488996,1.0,737.1960076540262,227.02520139488996,1.0
4 days 06:35:00,737.1960074525267,227.0252013407956,1.0,737.1960074525267,227.0252013407956,1.0
4 days 06:40:00,737.196007511337,227.02520135658375,1.0,737.196007511337,227.02520135658375,1.0
4 days 06:45:00,737.1960075214583,227.02520135930092,1.0,737.1960075214583,227.02520135930092,1.0
4 days 06:50:00,737.1960075063844,227.02520135525415,1.0,737.1960075063844,227.02520135525415,1.0
4 days 06:55:00,737.196007399105,227.02520132645407,1.0,737.196007399105,227.02520132645407,1.0
4 days 07:00:00,737.1960069088618,227.02520119484393,1.0,737.1960069088618,227.02520119484393,1.0
4 days 07:05:00,737.1960071562569,227.02520126125933,1.0,737.1960071562569,227.02520126125933,1.0
4 days 07:10:00,737.1960071729056,227.02520126572875,1.0,737.1960071729056,227.02520126572875,1.0
4 days 07:15:00,737.1960076545778,227.0252013950381,1.0,737.1960076545778,227.0252013950381,1.0
4 days 07:20:00,737.1960075598433,227.02520136960572,1.0,737.1960075598433,227.02520136960572,1.0
4 days 07:25:00,737.1960081587334,227.02520153038319,1.0,737.1960081587334,227.02520153038319,1.0
4 days 07:30:00,737.1960075615166,227.02520137005493,1.0,737.1960075615166,227.02520137005493,1.0
4 days 07:35:00,737.1960079634346,227.0252014779534,1.0,737.1960079634346,227.0252014779534,1.0
4 days 07:40:00,737.1960080356608,227.02520149734323,1.0,737.1960080356608,227.02520149734323,1.0
4 days 07:45:00,737.1960075339291,227.02520136264883,1.0,737.1960075339291,227.02520136264883,1.0
4 days 07:50:00,737.1960081731635,227.02520153425712,1.0,737.1960081731635,227.02520153425712,1.0
4 days 07:55:00,737.1960075722138,227.02520137292672,1.0,737.1960075722138,227.02520137292672,1.0
4 days 08:00:00,737.1960080633388,227.0252015047737,1.0,737.1960080633388,227.0252015047737,1.0
4 days 08:05:00,737.1960079268872,227.02520146814194,1.0,737.1960079268872,227.02520146814194,1.0
4 days 08:10:00,737.1960071731131,227.02520126578452,1.0,737.1960071731131,227.02520126578452,1.0
4 days 08:15:00,737.1960079136965,227.02520146460077,1.0,737.1960079136965,227.02520146460077,1.0
4 days 08:20:00,737.1960079573006,227.0252014763067,1.0,737.1960079573006,227.0252014763067,1.0
4 days 08:25:00,737.1960069978447,227.0252012187321,1.0,737.1960069978447,227.0252012187321,1.0
4 days 08:30:00,737.196007320282,227.0252013052933,1.0,737.196007320282,227.0252013052933,1.0
4 days 08:35:00,737.1960071598141,227.02520126221427,1.0,737.1960071598141,227.02520126221427,1.0
4 days 08:40:00,737.1960080126956,227.02520149117805,1.0,737.1960080126956,227.02520149117805,1.0
4 days 08:45:00,737.1960081479081,227.025201527477,1.0,737.1960081479081,227.025201527477,1.0
4 days 08:50:00,737.1960076885748,227.02520140416487,1.0,737.1960076885748,227.02520140416487,1.0
4 days 08:55:00,737.1960070656559,227.02520123693662,1.0,737.1960070656559,227.02520123693662,1.0
4 days 09:00:00,737.1960077998709,227.02520143404328,1.0,737.1960077998709,227.02520143404328,1.0
4 days 09:05:00,737.1960075428061,227.02520136503196,1.0,737.1960075428061,227.02520136503196,1.0
4 days 09:10:00,737.196007254426,227.02520128761373,1.0,737.196007254426,227.02520128761373,1.0
4 days 09:15:00,737.1960076272815,227.02520138771013,1.0,737.1960076272815,227.02520138771013,1.0
4 days 09:20:00,737.1960081164208,227.025201519024,1.0,737.1960081164208,227.025201519024,1.0
4 days 09:25:00,737.1960071896358,227.02520127022018,1.0,737.1960071896358,227.02520127022018,1.0
4 days 09:30:00,737.1960081762434,227.02520153508385,1.0,737.1960081762434,227.02520153508385,1.0
4 days 09:35:00,737.1960073777362,227.02520132071749,1.0,737.1960073777362,227.02520132071749,1.0
4 days 09:40:00,737.196008262469,227.02520155823197,1.0,737.196008262469,227.02520155823197,1.0
