link,pumps,pumps,pumps,pumps,pumps,pumps
id,P78,P78,P78,P79,P79,P79
properties,flow,energy,status,flow,energy,status
1 days 17:00:00,737.1960079931265,227.02520148592455,1.0,737.1960079931265,227.02520148592455,1.0
1 days 17:05:00,737.1960079272837,227.02520146824844,1.0,737.1960079272837,227.02520146824844,1.0
1 days 17:10:00,737.1960079435362,227.02520147261157,1.0,737.1960079435362,227.02520147261157,1.0
1 days 17:15:00,737.1960075390487,227.02520136402322,1.0,737.1960075390487,227.02520136402322,1.0
1 days 17:20:00,737.1960074920988,227.02520135141913,1.0,737.1960074920988,227.02520135141913,1.0
1 days 17:25:00,737.196007534866,227.02520136290036,1.0,737.196007534866,227.02520136290036,1.0
1 days 17:30:00,737.1960075593983,227.02520136948627,1.0,737.1960075593983,227.02520136948627,1.0
1 days 17:35:00,737.1960081387873,227.02520152502845,1.0,737.1960081387873,227.02520152502845,1.0
1 days 17:40:00,737.1960074424234,227.0252013380833,1.0,737.1960074424234,227.0252013380833,1.0
1 days 17:45:00,737.1960077114132,227.025201410296,1.0,737.1960077114132,227.025201410296,1.0
1 days 17:50:00,737.1960076098003,227.02520138301713,1.0,737.1960076098003,227.02520138301713,1.0
1 days 17:55:00,737.1960072558027,227.0252012879832,1.0,737.1960072558027,227.0252012879832,1.0
1 days 18:00:00,737.196007907016,227.02520146280733,1.0,737.196007907016,227.02520146280733,1.0
1 days 18:05:00,737.1960072997932,227.02520129979297,1.0,737.1960072997932,227.02520129979297,1.0
1 days 18:10:00,737.1960080311794,227.0252014961401,1.0,737.1960080311794,227.0252014961401,1.0
1 days 18:15:00,737.19600771286,227.02520141068442,1.0,737.19600771286,227.02520141068442,1.0
1 days 18:20:00,737.1960071593436,227.02520126208793,1.0,737.1960071593436,227.02520126208793,1.0
1 days 18:25:00,737.1960077868986,227.02520143056077,1.0,737.1960077868986,227.02520143056077,1.0
1 days 18:30:00,737.196007440881,227.0252013376692,1.0,737.196007440881,227.0252013376692,1.0
1 days 18:35:00,737.1960068170443,227.02520117019463,1.0,737.1960068170443,227.02520117019463,1.0
1 days 18:40:00,737.196006843311,227.02520117724615,1.0,737.196006843311,227.02520117724615,1.0
1 days 18:45:00,737.1960077260106,227.0252014142148,1.0,737.1960077260106,227.0252014142148,1.0
1 days 18:50:00,737.1960079644127,227.02520147821605,1.0,737.1960079644127,227.02520147821605,1.0
1 days 18:55:00,737.1960081011433,227.0252015149226,1.0,737.1960081011433,227.0252015149226,1.0
1 days 19:00:00,737.1960074439688,227.02520133849814,1.0,737.1960074439688,227.02520133849814,1.0
1 days 19:05:00,737.1960079162428,227.0252014652844,1.0,737.1960079162428,227.0252014652844,1.0
1 days 19:10:00,737.1960080262207,227.02520149480893,1.0,737.1960080262207,227.02520149480893,1.0
1 days 19:15:00,737.1960073597389,227.02520131588588,1.0,737.1960073597389,227.02520131588588,1.0
1 days 19:20:00,737.1960074213632,227.0252013324295,1.0,737.1960074213632,227.0252013324295,1.0
1 days 19:25:00,737.1960078984866,227.02520146051756,1.0,737.1960078984866,227.02520146051756,1.0
1 days 19:30:00,737.1960069243117,227.02520119899154,1.0,737.1960069243117,227.02520119899154,1.0
1 days 19:35:00,737.1960070690925,227.0252012378592,1.0,737.1960070690925,227.0252012378592,1.0
1 days 19:40:00,737.19600766463,227.02520139773662,1.0,737.19600766463,227.02520139773662,1.0
1 days 19:45:00,737.1960067959229,227.02520116452442,1.0,737.1960067959229,227.02520116452442,1.0
1 days 19:50:00,737.1960080589498,227.02520150359538,1.0,737.1960080589498,227.02520150359538,1.0
1 days 19:55:00,737.1960072575863,227.0252012884621,1.0,737.1960072575863,227.0252012884621,1.0
1 days 20:00:00,737.1960073220696,227.0252013057732,1.0,737.1960073220696,227.0252013057732,1.0
1 days 20:05:00,737.1960072177204,227.02520127775972,1.0,737.1960072177204,227.02520127775972,1.0
1 days 20:10:00,737.1960083689521,227.02520158681824,1.0,737.1960083689521,227.02520158681824,1.0
1 days 20:15:00,737.1960073522505,227.02520131387556,1.0,737.1960073522505,227.02520131387556,1.0
1 days 20:20:00,737.1960076582744,227.0252013960304,1.0,737.1960076582744,227.0252013960304,1.0
1 days 20:25:00,737.1960078636523,227.02520145116603,1.0,737.1960078636523,227.02520145116603,1.0
1 days 20:30:00,737.1960069768878,227.0252012131061,1.0,737.1960069768878,227.0252012131061,1.0
1 days 20:35:00,737.1960075923631,227.0252013783359,1.0,737.1960075923631,227.0252013783359,1.0
1 days 20:40:00,737.196007015786,227.02520122354858,1.0,737.196007015786,227.02520122354858,1.0
1 days 20:45:00,737.1960073776983,227.02520132070725,1.0,737.1960073776983,227.02520132070725,1.0
1 days 20:50:00,737.196007961702,227.02520147748828,1.0,737.196007961702,227.02520147748828,1.0
1 days 20:55:00,737.1960077897887,227.02520143133663,1.0,737.1960077897887,227.02520143133663,1.0
1 days 21:00:00,737.1960075437967,227.02520136529782,1.0,737.1960075437967,227.02520136529782,1.0
1 days 21:05:00,737.1960075731928,227.02520137318953,1.0,737.1960075731928,227.02520137318953,1.0
1 days 21:10:00,737.1960070037499,227.02520122031743,1.0,737.1960070037499,227.02520122031743,1.0
1 days 21:15:00,737.1960077928367,227.02520143215486,1.0,737.1960077928367,227.02520143215486,1.0
1 days 21:20:00,737.196007636893,227.0252013902904,1.0,737.196007636893,227.0252013902904,1.0
1 days 21:25:00,737.1960080096238,227.0252014903534,1.0,737.1960080096238,227.0252014903534,1.0
1 days 21:30:00,737.1960073789651,227.02520132104738,1.0,737.1960073789651,227.02520132104738,1.0
1 days 21:35:00,737.196007722259,227.02520141320764,1.0,737.196007722259,227.02520141320764,1.0
1 days 21:40:00,737.1960075255835,227.02520136040835,1.0,737.1960075255835,227.02520136040835,1.0
1 days 21:45:00,737.1960079582299,227.02520147655622,1.0,737.1960079582299,227.02520147655622,1.0
1 days 21:50:00,737.1960080738999,227.02520150760884,1.0,737.1960080738999,227.02520150760884,1.0
1 days 21:55:00,737.1960079970853,227.0252014869873,1.0,737.1960079970853,227.0252014869873,1.0
1 days 22:00:00,737.196008269741,227.02520156018414,1.0,737.196008269741,227.02520156018414,1.0
1 days 22:05:00,737.196006642928,227.02520112345155,1.0,737.196006642928,227.02520112345155,1.0
1 days 22:10:00,737.1960082189161,227.02520154653976,1.0,737.1960082189161,227.02520154653976,1.0
1 days 22:15:00,737.1960071848606,227.02520126893828,1.0,737.1960071848606,227.02520126893828,1.0
1 days 22:20:00,737.1960078495489,227.02520144737977,1.0,737.1960078495489,227.02520144737977,1.0
1 days 22:25:00,737.1960070311678,227.025201227678,1.0,737.1960070311678,227.025201227678,1.0
1 days 22:30:00,737.1960077008413,227.02520140745787,1.0,737.1960077008413,227.02520140745787,1.0
1 days 22:35:00,737.196007102782,227.02520124690352,1.0,737.196007102782,227.02520124690352,1.0
1 days 22:40:00,737.1960078651549,227.0252014515694,1.0,737.1960078651549,227.0252014515694,1.0
1 days 22:45:00,737.1960070192515,227.02520122447896,1.0,737.1960070192515,227.02520122447896,1.0
1 days 22:50:00,737.1960085421988,227.02520163332798,1.0,737.1960085421988,227.02520163332798,1.0
1 days 22:55:00,737.1960079818933,227.02520148290887,1.0,737.1960079818933,227.02520148290887,1.0
1 days 23:00:00,737.1960083049676,227.02520156964104,1.0,737.1960083049676,227.02520156964104,1.0
1 days 23:05:00,737.1960078714595,227.02520145326184,1.0,737.1960078714595,227.02520145326184,1.0
1 days 23:10:00,737.19600781454,227.02520143798137,1.0,737.19600781454,227.02520143798137,1.0
1 days 23:15:00,737.1960075688135,227.02520137201384,1.0,737.1960075688135,227.02520137201384,1.0
1 days 23:20:00,737.1960080376437,227.02520149787554,1.0,737.1960080376437,227.02520149787554,1.0
1 days 23:25:00,737.1960080099954,227.02520149045313,1.0,737.1960080099954,227.02520149045313,1.0
1 days 23:30:00,737.1960078906335,227.02520145840936,1.0,737.1960078906335,227.02520145840936,1.0
1 days 23:35:00,737.1960076397287,227.02520139105167,1.0,737.1960076397287,227.02520139105167,1.0
1 days 23:40:00,737.196007248329,227.0252012859769,1.0,737.196007248329,227.0252012859769,1.0
1 days 23:45:00,737.1960066000892,227.02520111195105,1.0,737.1960066000892,227.02520111195105,1.0
1 days 23:50:00,737.1960070881445,227.02520124297394,1.0,737.1960070881445,227.02520124297394,1.0
1 days 23:55:00,737.1960067637418,227.02520115588507,1.0,737.1960067637418,227.02520115588507,1.0
2 days 00:00:00,737.1960073115386,227.02520130294602,1.0,737.1960073115386,227.02520130294602,1.0
2 days 00:05:00,737.1960070919718,227.0252012440014,1.0,737.1960070919718,227.0252012440014,1.0
2 days 00:10:00,737.1960075672022,227.02520137158126,1.0,737.1960075672022,227.02520137158126,1.0
2 days 00:15:00,737.1960078903235,227.02520145832614,1.0,737.1960078903235,227.02520145832614,1.0
2 days 00:20:00,737.1960073393252,227.0252013104056,1.0,737.1960073393252,227.0252013104056,1.0
2 days 00:25:00,737.1960076373888,227.0252013904235,1.0,737.1960076373888,227.0252013904235,1.0
2 days 00:30:00,737.19600814045,227.02520152547478,1.0,737.19600814045,227.02520152547478,1.0
2 days 00:35:00,737.1960084018,227.02520159563656,1.0,737.1960084018,227.02520159563656,1.0
2 days 00:40:00,737.1960071519125,227.025201260093,1.0,737.1960071519125,227.025201260093,1.0
2 days 00:45:00,737.1960078979434,227.02520146037173,1.0,737.1960078979434,227.02520146037173,1.0
2 days 00:50:00,737.1960081635181,227.02520153166762,1.0,737.1960081635181,227.02520153166762,1.0
2 days 00:55:00,737.1960072083693,227.0252012752494,1.0,737.1960072083693,227.0252012752494,1.0
2 days 01:00:00,737.1960077264249,227.02520141432606,1.0,737.1960077264249,227.02520141432606,1.0
2 days 01:05:00,737.1960073062311,227.02520130152124,1.0,737.1960073062311,227.02520130152124,1.0
2 days 01:10:00,737.1960077703003,227.0252014261048,1.0,737.1960077703003,227.0252014261048,1.0
2 days 01:15:00,737.1960080237859,227.02520149415525,1.0,737.1960080237859,227.02520149415525,1.0
2 days 01:20:00,737.1960074471754,227.02520133935903,1.0,737.1960074471754,227.02520133935903,1.0
2 days 01:25:00,737.1960076606118,227.02520139665793,1.0,737.1960076606118,227.02520139665793,1.0
2 days 01:30:00,737.1960080672162,227.02520150581458,1.0,737.1960080672162,227.02520150581458,1.0
2 days 01:35:00,737.1960074142597,227.02520133052252,1.0,737.1960074142597,227.02520133052252,1.0
2 days 01:40:00,737.196007187365,227.02520126961053,1.0,737.196007187365,227.02520126961053,1.0
2 days 01:45:00,737.1960066520628,227.02520112590386,1.0,737.1960066520628,227.02520112590386,1.0
2 days 01:50:00,737.1960080236946,227.0252014941308,1.0,737.1960080236946,227.0252014941308,1.0
2 days 01:55:00,737.1960075014003,227.02520135391617,1.0,737.1960075014003,227.02520135391617,1.0
2 days 02:00:00,737.1960069939406,227.02520121768399,1.0,737.1960069939406,227.02520121768399,1.0
2 days 02:05:00,737.1960073875745,227.02520132335857,1.0,737.1960073875745,227.02520132335857,1.0
2 days 02:10:00,737.196007962181,227.02520147761695,1.0,737.196007962181,227.02520147761695,1.0
2 days 02:15:00,737.196007693267,227.0252014054245,1.0,737.196007693267,227.0252014054245,1.0
2 days 02:20:00,737.1960078765569,227.02520145463035,1.0,737.1960078765569,227.02520145463035,1.0
2 days 02:25:00,737.1960079550454,227.0252014757013,1.0,737.1960079550454,227.0252014757013,1.0
2 days 02:30:00,737.1960070797846,227.02520124072967,1.0,737.1960070797846,227.02520124072967,1.0
2 days 02:35:00,737.1960078200913,227.02520143947163,1.0,737.1960078200913,227.02520143947163,1.0
2 days 02:40:00,737.1960073653402,227.02520131738956,1.0,737.1960073653402,227.02520131738956,1.0
2 days 02:45:00,737.196007606481,227.02520138212603,1.0,737.196007606481,227.02520138212603,1.0
2 days 02:50:00,737.1960077765269,227.0252014277764,1.0,737.1960077765269,227.0252014277764,1.0
2 days 02:55:00,737.1960077808052,227.02520142892496,1.0,737.1960077808052,227.02520142892496,1.0
2 days 03:00:00,737.1960070597457,227.02520123535004,1.0,737.1960070597457,227.02520123535004,1.0
2 days 03:05:00,737.1960077605117,227.02520142347697,1.0,737.1960077605117,227.02520142347697,1.0
2 days 03:10:00,737.1960078149845,227.02520143810062,1.0,737.1960078149845,227.02520143810062,1.0
2 days 03:15:00,737.1960074445972,227.02520133866688,1.0,737.1960074445972,227.02520133866688,1.0
2 days 03:20:00,737.196007894132,227.02520145934855,1.0,737.196007894132,227.02520145934855,1.0
2 days 03:25:00,737.1960077086578,227.02520140955633,1.0,737.1960077086578,227.02520140955633,1.0
2 days 03:30:00,737.1960077006428,227.02520140740458,1.0,737.1960077006428,227.02520140740458,1.0
2 days 03:35:00,737.196007576118,227.02520137397477,1.0,737.196007576118,227.02520137397477,1.0
2 days 03:40:00,737.1960070757223,227.02520123963905,1.0,737.1960070757223,227.02520123963905,1.0
2 days 03:45:00,737.1960069567855,227.02520120770942,1.0,737.1960069567855,227.02520120770942,1.0
2 days 03:50:00,737.1960069175053,227.02520119716425,1.0,737.1960069175053,227.02520119716425,1.0
2 days 03:55:00,737.1960071022932,227.02520124677224,1.0,737.1960071022932,227.02520124677224,1.0
2 days 04:00:00,737.1960079430002,227.02520147246767,1.0,737.1960079430002,227.02520147246767,1.0
2 days 04:05:00,737.1960079378828,227.02520147109382,1.0,737.1960079378828,227.02520147109382,1.0
2 days 04:10:00,737.1960067683399,227.02520115711945,1.0,737.1960067683399,227.02520115711945,1.0
2 days 04:15:00,737.1960073982257,227.02520132621802,1.0,737.1960073982257,227.02520132621802,1.0
2 days 04:20:00,737.1960079498052,227.02520147429456,1.0,737.1960079498052,227.02520147429456,1.0
2 days 04:25:00,737.1960075043567,227.02520135470985,1.0,737.1960075043567,227.02520135470985,1.0
2 days 04:30:00,737.1960066922022,227.02520113667964,1.0,737.1960066922022,227.02520113667964,1.0
2 days 04:35:00,737.1960081039646,227.02520151568,1.0,737.1960081039646,227.02520151568,1.0
2 days 04:40:00,737.1960068456096,227.02520117786324,1.0,737.1960068456096,227.02520117786324,1.0
2 days 04:45:00,737.1960079632202,227.02520147789588,1.0,737.1960079632202,227.02520147789588,1.0
2 days 04:50:00,737.1960081782968,227.02520153563515,1.0,737.1960081782968,227.02520153563515,1.0
2 days 04:55:00,737.1960077584536,227.02520142292445,1.0,737.1960077584536,227.02520142292445,1.0
2 days 05:00:00,737.1960081924408,227.02520153943223,1.0,737.1960081924408,227.02520153943223,1.0
2 days 05:05:00,737.1960070968074,227.02520124529954,1.0,737.1960070968074,227.02520124529954,1.0
2 days 05:10:00,737.1960077071451,227.0252014091502,1.0,737.1960077071451,227.0252014091502,1.0
2 days 05:15:00,737.196007597532,227.0252013797236,1.0,737.196007597532,227.0252013797236,1.0
2 days 05:20:00,737.1960079942887,227.0252014862365,1.0,737.1960079942887,227.0252014862365,1.0
2 days 05:25:00,737.1960077541988,227.0252014217822,1.0,737.1960077541988,227.0252014217822,1.0
2 days 05:30:00,737.1960080989544,227.02520151433492,1.0,737.1960080989544,227.02520151433492,1.0
2 days 05:35:00,737.1960077978551,227.02520143350216,1.0,737.1960077978551,227.02520143350216,1.0
2 days 05:40:00,737.1960071514054,227.02520125995684,1.0,737.1960071514054,227.02520125995684,1.0
2 days 05:45:00,737.1960077205484,227.02520141274846,1.0,737.1960077205484,227.02520141274846,1.0
2 days 05:50:00,737.1960079905009,227.02520148521964,1.0,737.1960079905009,227.02520148521964,1.0
2 days 05:55:00,737.1960077476951,227.02520142003624,1.0,737.1960077476951,227.02520142003624,1.0
2 days 06:00:00,737.1960082523611,227.02520155551835,1.0,737.1960082523611,227.02520155551835,1.0
2 days 06:05:00,737.1960083167306,227.02520157279895,1.0,737.1960083167306,227.02520157279895,1.0
2 days 06:10:00,737.1960079630923,227.02520147786154,1.0,737.1960079630923,227.02520147786154,1.0
2 days 06:15:00,737.196008225494,227.02520154830563,1.0,737.196008225494,227.02520154830563,1.0
2 days 06:20:00,737.1960070590301,227.02520123515788,1.0,737.1960070590301,227.02520123515788,1.0
2 days 06:25:00,737.1960075085371,227.02520135583214,1.0,737.1960075085371,227.02520135583214,1.0
2 days 06:30:00,737.1960083997433,227.0252015950844,1.0,737.1960083997433,227.0252015950844,1.0
2 days 06:35:00,737.1960069099849,227.0252011951454,1.0,737.1960069099849,227.0252011951454,1.0
2 days 06:40:00,737.1960080469039,227.02520150036156,1.0,737.1960080469039,227.02520150036156,1.0
2 days 06:45:00,737.1960074002419,227.02520132675926,1.0,737.1960074002419,227.02520132675926,1.0
2 days 06:50:00,737.1960082490173,227.02520155462062,1.0,737.1960082490173,227.02520155462062,1.0
2 days 06:55:00,737.1960071936775,227.02520127130524,1.0,737.1960071936775,227.02520127130524,1.0
2 days 07:00:00,737.1960070642928,227.02520123657064,1.0,737.1960070642928,227.02520123657064,1.0
2 days 07:05:00,737.1960075523325,227.02520136758932,1.0,737.1960075523325,227.02520136758932,1.0
2 days 07:10:00,737.1960075347404,227.0252013628666,1.0,737.1960075347404,227.0252013628666,1.0
2 days 07:15:00,737.196007398134,227.0252013261934,1.0,737.196007398134,227.0252013261934,1.0
2 days 07:20:00,737.1960083850528,227.02520159114067,1.0,737.1960083850528,227.02520159114067,1.0
2 days 07:25:00,737.1960081428515,227.02520152611953,1.0,737.1960081428515,227.02520152611953,1.0
2 days 07:30:00,737.1960078633506,227.02520145108497,1.0,737.1960078633506,227.02520145108497,1.0
2 days 07:35:00,737.1960074034176,227.02520132761185,1.0,737.1960074034176,227.02520132761185,1.0
2 days 07:40:00,737.1960071646797,227.02520126352047,1.0,737.1960071646797,227.02520126352047,1.0
2 days 07:45:00,737.1960071184999,227.0252012511231,1.0,737.1960071184999,227.0252012511231,1.0
2 days 07:50:00,737.1960075447466,227.02520136555282,1.0,737.1960075447466,227.02520136555282,1.0
2 days 07:55:00,737.1960074079686,227.02520132883356,1.0,737.1960074079686,227.02520132883356,1.0
2 days 08:00:00,737.1960073537861,227.0252013142878,1.0,737.1960073537861,227.0252013142878,1.0
2 days 08:05:00,737.1960072508679,227.02520128665847,1.0,737.1960072508679,227.02520128665847,1.0
2 days 08:10:00,737.1960076193005,227.02520138556753,1.0,737.1960076193005,227.02520138556753,1.0
2 days 08:15:00,737.1960084958705,227.02520162089067,1.0,737.1960084958705,227.02520162089067,1.0
2 days 08:20:00,737.1960071824453,227.02520126828986,1.0,737.1960071824453,227.02520126828986,1.0
2 days 08:25:00,737.1960075692604,227.0252013721338,1.0,737.1960075692604,227.0252013721338,1.0
2 days 08:30:00,737.1960079780547,227.02520148187836,1.0,737.1960079780547,227.02520148187836,1.0
2 days 08:35:00,737.1960062706773,227.02520102351752,1.0,737.1960062706773,227.02520102351752,1.0
2 days 08:40:00,737.1960072743096,227.02520129295166,1.0,737.1960072743096,227.02520129295166,1.0
2 days 08:45:00,737.1960077883259,227.02520143094395,1.0,737.1960077883259,227.02520143094395,1.0
2 days 08:50:00,737.1960077483593,227.0252014202145,1.0,737.1960077483593,227.0252014202145,1.0
2 days 08:55:00,737.1960072439375,227.02520128479793,1.0,737.1960072439375,227.02520128479793,1.0
2 days 09:00:00,737.1960074649095,227.02520134411986,1.0,737.1960074649095,227.02520134411986,1.0
2 days 09:05:00,737.196008307591,227.02520157034536,1.0,737.196008307591,227.02520157034536,1.0
2 days 09:10:00,737.1960074911561,227.02520135116603,1.0,737.1960074911561,227.02520135116603,1.0
2 days 09:15:00,737.1960070405366,227.02520123019315,1.0,737.1960070405366,227.02520123019315,1.0
2 days 09:20:00,737.1960078480213,227.02520144696967,1.0,737.1960078480213,227.02520144696967,1.0
2 days 09:25:00,737.1960079537735,227.02520147535986,1.0,737.1960079537735,227.02520147535986,1.0
2 days 09:30:00,737.1960078032894,227.025201434961,1.0,737.1960078032894,227.025201434961,1.0
2 days 09:35:00,737.1960072047199,227.0252012742696,1.0,737.1960072047199,227.0252012742696,1.0
2 days 09:40:00,737.1960071166374,227.02520125062307,1.0,737.1960071166374,227.02520125062307,1.0
2 days 09:45:00,737.1960071615517,227.0252012626808,1.0,737.1960071615517,227.0252012626808,1.0
2 days 09:50:00,737.1960082419757,227.02520155273038,1.0,737.1960082419757,227.02520155273038,1.0
2 days 09:55:00,737.1960076351266,227.02520138981623,1.0,737.1960076351266,227.02520138981623,1.0
2 days 10:00:00,737.1960078024022,227.02520143472282,1.0,737.1960078024022,227.02520143472282,1.0
2 days 10:05:00,737.1960074359946,227.02520133635744,1.0,737.1960074359946,227.02520133635744,1.0
2 days 10:10:00,737.1960078183242,227.02520143899733,1.0,737.1960078183242,227.02520143899733,1.0
2 days 10:15:00,737.1960068326388,227.0252011743811,1.0,737.1960068326388,227.0252011743811,1.0
2 days 10:20:00,737.1960081407212,227.02520152554766,1.0,737.1960081407212,227.02520152554766,1.0
2 days 10:25:00,737.1960077955257,227.0252014328768,1.0,737.1960077955257,227.0252014328768,1.0
2 days 10:30:00,737.196008064819,227.02520150517097,1.0,737.196008064819,227.02520150517097,1.0
2 days 10:35:00,737.196006978749,227.0252012136057,1.0,737.196006978749,227.0252012136057,1.0
2 days 10:40:00,737.1960076029054,227.02520138116617,1.0,737.1960076029054,227.02520138116617,1.0
2 days 10:45:00,737.1960065100262,227.02520108777284,1.0,737.1960065100262,227.02520108777284,1.0
2 days 10:50:00,737.1960080987219,227.02520151427254,1.0,737.1960080987219,227.02520151427254,1.0
2 days 10:55:00,737.196006930599,227.0252012006794,1.0,737.196006930599,227.0252012006794,1.0
2 days 11:00:00,737.1960079157673,227.0252014651567,1.0,737.1960079157673,227.0252014651567,1.0
2 days 11:05:00,737.1960082853763,227.0252015643816,1.0,737.1960082853763,227.0252015643816,1.0
2 days 11:10:00,737.1960075179736,227.02520135836542,1.0,737.1960075179736,227.02520135836542,1.0
2 days 11:15:00,737.1960076947968,227.02520140583522,1.0,737.1960076947968,227.02520140583522,1.0
2 days 11:20:00,737.1960070742185,227.02520123923537,1.0,737.1960070742185,227.02520123923537,1.0
2 days 11:25:00,737.1960073702211,227.02520131869986,1.0,737.1960073702211,227.02520131869986,1.0
2 days 11:30:00,737.1960075844466,227.02520137621065,1.0,737.1960075844466,227.02520137621065,1.0
2 days 11:35:00,737.1960075387129,227.02520136393306,1.0,737.1960075387129,227.02520136393306,1.0
2 days 11:40:00,737.1960075244976,227.02520136011688,1.0,737.1960075244976,227.02520136011688,1.0
2 days 11:45:00,737.1960076018693,227.02520138088798,1.0,737.1960076018693,227.02520138088798,1.0
2 days 11:50:00,737.196007820745,227.02520143964713,1.0,737.196007820745,227.02520143964713,1.0
2 days 11:55:00,737.1960079622336,227.02520147763101,1.0,737.1960079622336,227.02520147763101,1.0
2 days 12:00:00,737.1960076126483,227.02520138378173,1.0,737.1960076126483,227.02520138378173,1.0
2 days 12:05:00,737.1960070522674,227.02520123334236,1.0,737.1960070522674,227.02520123334236,1.0
2 days 12:10:00,737.1960075342434,227.0252013627332,1.0,737.1960075342434,227.0252013627332,1.0
2 days 12:15:00,737.1960077933581,227.0252014322949,1.0,737.1960077933581,227.0252014322949,1.0
2 days 12:20:00,737.1960071720574,227.0252012655011,1.0,737.1960071720574,227.0252012655011,1.0
2 days 12:25:00,737.1960075681167,227.0252013718268,1.0,737.1960075681167,227.0252013718268,1.0
2 days 12:30:00,737.1960069451445,227.02520120458425,1.0,737.1960069451445,227.02520120458425,1.0
2 days 12:35:00,737.1960079077892,227.02520146301495,1.0,737.1960079077892,227.02520146301495,1.0
2 days 12:40:00,737.1960072959699,227.02520129876652,1.0,737.1960072959699,227.02520129876652,1.0
2 days 12:45:00,737.1960072522407,227.02520128702702,1.0,737.1960072522407,227.02520128702702,1.0
2 days 12:50:00,737.1960079209832,227.02520146655698,1.0,737.1960079209832,227.02520146655698,1.0
2 days 12:55:00,737.1960075290845,227.0252013613482,1.0,737.1960075290845,227.0252013613482,1.0
2 days 13:00:00,737.1960074241841,227.02520133318677,1.0,737.1960074241841,227.02520133318677,1.0
2 days 13:05:00,737.1960072361676,227.0252012827121,1.0,737.1960072361676,227.0252012827121,1.0
2 days 13:10:00,737.1960073253986,227.0252013066669,1.0,737.1960073253986,227.0252013066669,1.0
2 days 13:15:00,737.1960080685026,227.02520150615987,1.0,737.1960080685026,227.02520150615987,1.0
2 days 13:20:00,737.196007488692,227.02520135050455,1.0,737.196007488692,227.02520135050455,1.0
2 days 13:25:00,737.1960071891367,227.02520127008617,1.0,737.1960071891367,227.02520127008617,1.0
2 days 13:30:00,737.1960072400956,227.02520128376662,1.0,737.1960072400956,227.02520128376662,1.0
2 days 13:35:00,737.1960078527045,227.0252014482269,1.0,737.1960078527045,227.0252014482269,1.0
2 days 13:40:00,737.1960074564486,227.0252013418485,1.0,737.1960074564486,227.0252013418485,1.0
2 days 13:45:00,737.1960073845022,227.02520132253383,1.0,737.1960073845022,227.02520132253383,1.0
2 days 13:50:00,737.1960074533985,227.0252013410296,1.0,737.1960074533985,227.0252013410296,1.0
2 days 13:55:00,737.1960070874093,227.02520124277652,1.0,737.1960070874093,227.02520124277652,1.0
2 days 14:00:00,737.196007565662,227.02520137116778,1.0,737.196007565662,227.02520137116778,1.0
2 days 14:05:00,737.1960073848662,227.02520132263155,1.0,737.1960073848662,227.02520132263155,1.0
2 days 14:10:00,737.1960076710902,227.025201399471,1.0,737.1960076710902,227.025201399471,1.0
2 days 14:15:00,737.1960080753587,227.02520150800046,1.0,737.1960080753587,227.02520150800046,1.0
2 days 14:20:00,737.1960076952473,227.02520140595618,1.0,737.1960076952473,227.02520140595618,1.0
2 days 14:25:00,737.1960076737801,227.02520140019308,1.0,737.1960076737801,227.02520140019308,1.0
2 days 14:30:00,737.196007120591,227.02520125168448,1.0,737.196007120591,227.02520125168448,1.0
2 days 14:35:00,737.1960078379785,227.02520144427368,1.0,737.1960078379785,227.02520144427368,1.0
2 days 14:40:00,737.1960078226865,227.02520144016833,1.0,737.1960078226865,227.02520144016833,1.0
2 days 14:45:00,737.1960068891739,227.02520118955852,1.0,737.1960068891739,227.02520118955852,1.0
2 days 14:50:00,737.1960079611217,227.0252014773326,1.0,737.1960079611217,227.0252014773326,1.0
2 days 14:55:00,737.1960068880179,227.0252011892481,1.0,737.1960068880179,227.0252011892481,1.0
2 days 15:00:00,737.1960077095231,227.02520140978862,1.0,737.1960077095231,227.02520140978862,1.0
2 days 15:05:00,737.1960073957681,227.02520132555827,1.0,737.1960073957681,227.02520132555827,1.0
2 days 15:10:00,737.1960077046803,227.02520140848853,1.0,737.1960077046803,227.02520140848853,1.0
2 days 15:15:00,737.196007345662,227.02520131210682,1.0,737.196007345662,227.02520131210682,1.0
2 days 15:20:00,737.1960069857325,227.0252012154805,1.0,737.1960069857325,227.0252012154805,1.0
2 days 15:25:00,737.1960073432318,227.02520131145445,1.0,737.1960073432318,227.02520131145445,1.0
2 days 15:30:00,737.1960070175874,227.02520122403223,1.0,737.1960070175874,227.02520122403223,1.0
2 days 15:35:00,737.1960078318442,227.0252014426268,1.0,737.1960078318442,227.0252014426268,1.0
2 days 15:40:00,737.1960077611893,227.0252014236589,1.0,737.1960077611893,227.0252014236589,1.0
2 days 15:45:00,737.1960073492206,227.02520131306215,1.0,737.1960073492206,227.02520131306215,1.0
2 days 15:50:00,737.1960073836041,227.02520132229267,1.0,737.1960073836041,227.02520132229267,1.0
2 days 15:55:00,737.1960077067007,227.02520140903093,1.0,737.1960077067007,227.02520140903093,1.0
2 days 16:00:00,737.196006932878,227.02520120129125,1.0,737.196006932878,227.02520120129125,1.0
2 days 16:05:00,737.1960077306354,227.02520141545642,1.0,737.1960077306354,227.02520141545642,1.0
2 days 16:10:00,737.1960079511807,227.0252014746638,1.0,737.1960079511807,227.0252014746638,1.0
2 days 16:15:00,737.196007537302,227.02520136355426,1.0,737.196007537302,227.02520136355426,1.0
